Manholes 756
ID X Y Z Inflow
876 3625 5375 2.3335449936 0.152617445147
877 3875 5375 1.993 0.0635564675724
878 4125 5375 1.993 0.0746211867867999
879 4375 5375 1.995 0.114050083036999
880 4625 5375 2.4602859952 0.0853286314129999
881 4875 5375 3.2490426448 0.308315492441
882 5125 5375 3.1503864416 0.0832735186137999
883 5375 5375 3.8981871504 0.0136449004203
886 6125 5375 4.001868648 0.00625
887 6375 5375 4.0342721712 0.00625
888 6625 5375 5.2519040048 0.00625
889 6875 5375 6.657459368 0.020512472867
890 7125 5375 7.2797296512 2.51261800768
891 7375 5375 8.5280009696 0.542136095847999
906 875 5625 1.9605720512 0
907 1125 5625 2.1967032208 0
908 1375 5625 1.1526886688 0
909 1625 5625 1.0976271392 0.0165256303005
910 1875 5625 1.2081514864 0.00424205602989
912 2375 5625 1.6354458944 0.0587745710433
913 2625 5625 1.8751281856 0
914 2875 5625 2.0759208208 0
915 3125 5625 2.3914810528 0.117375961586
916 3375 5625 3.1380874544 0.0806737379053
917 3625 5625 2.5978877888 0.121230698211
918 3875 5625 1.994 0.376153501296999
919 4125 5625 1.999 0.101912999944999
920 4375 5625 1.996 0.0343670919699
921 4625 5625 2.9403616448 0.0427580409748999
922 4875 5625 5.4728992576 0.257220325679999
923 5125 5625 5.412866656 1.20302529456
924 5375 5625 5.285756584 0.342539531345
927 6125 5625 3.9437303808 0.00625
928 6375 5625 3.9481796032 0.00625
929 6625 5625 4.3561741872 0.00625
930 6875 5625 4.905253248 0.849481597046
931 7125 5625 7.8166102928 2.15950050177
947 875 5875 1.7602057952 0
948 1125 5875 1.6565555104 0
949 1375 5875 1.8371340864 0
950 1625 5875 1.78565684 0.0960203611082
951 1875 5875 1.9758568896 0.0569669679626999
952 2125 5875 2.3647799936 0.0878009353510999
953 2375 5875 2.3654117152 0.134316763643
954 2625 5875 2.1116508688 0.0864594580060999
955 2875 5875 2.0880617792 0.09873131675
956 3125 5875 2.1676091312 0.123960416479
957 3375 5875 4.6414755504 0.0427613571711
958 3625 5875 2.2998797488 0.116655552545999
959 3875 5875 1.995 0.421127069004
960 4125 5875 2 0.629370332185
961 4375 5875 1.998 0.0639563492499
962 4625 5875 2.8581035456 0.0371123566403
963 4875 5875 6.1832763536 0.0712355313292
964 5125 5875 8.56207370239999 0.064287242007
965 5375 5875 8.22752728799999 0.0219909160803
966 5625 5875 7.5558168992 0.0015149920722
967 5875 5875 5.5263447344 0.106911204368
968 6125 5875 3.6546788704 0.308679886036
969 6375 5875 3.5339778688 0.00619
970 6625 5875 4.65917436 0.00616
971 6875 5875 7.0195540032 2.78421413966
972 7125 5875 12.8419216832 1.52493443292
986 375 6125 2.9333759328 0.00619918941711
987 625 6125 2.8648573392 0.0847759585441999
988 875 6125 2.01143608 0.113123605499
989 1125 6125 2.452505168 0.191796799179999
990 1375 6125 2.7218810784 0.244876517508999
991 1625 6125 2.3647261488 0.558368305132
992 1875 6125 2.9137052048 0.647414079139
993 2125 6125 2.9479606448 1.23682505534999
994 2375 6125 2.91363664 0.744797992089999
995 2625 6125 2.8011766016 0.16674379525
996 2875 6125 2.8591995776 0.100536776579
997 3125 6125 2.7573908272 0.129262213484999
998 3375 6125 2.5577951392 0.0681694027685
999 3625 6125 2.0046578128 0.0693068300772
1000 3875 6125 2 0.117257950266999
1001 4125 6125 1.999 0.629959462314999
1002 4375 6125 2 0.162471052861999
1003 4625 6125 2.5240638592 0.141579056669
1004 4875 6125 6.6930930656 0.0490516312322
1005 5125 6125 10.8044063584 0.108722847536
1006 5375 6125 12.4222252 0.260321439832
1007 5625 6125 10.1988050432 0.917892248346999
1008 5875 6125 6.1868124752 0.101834614669999
1009 6125 6125 3.0523278976 1.84643025557
1010 6375 6125 3.2285667152 1.82390502655999
1011 6625 6125 6.7166636784 0.794148759285999
1012 6875 6125 10.5399914976 2.33028363155999
1013 7125 6125 14.84793464 0.312084496042
1026 125 6375 1.78903775419 0.0301005011851999
1027 375 6375 2.0189857744 0.0887698724030999
1028 625 6375 2 0.153785021617
1030 1125 6375 2.3438363328 0.00753707249156
1031 1375 6375 4.637607696 0.0695118514817
1032 1625 6375 4.2893985504 0.302984611217
1033 1875 6375 3.4210420896 0.579135797891
1034 2125 6375 3.5063480432 0.80841286886
1035 2375 6375 3.4653148256 1.50975073676
1036 2625 6375 3.4426754832 0.441648786809999
1037 2875 6375 3.3789779056 0.0931676915629
1038 3125 6375 3.3090559456 0.635083048247999
1039 3375 6375 2.9414982656 0.573791572596
1040 3625 6375 2.26904348 0.149247789941
1041 3875 6375 2.0185219392 0.0431576248009999
1042 4125 6375 2.2809132944 0.0854032640798999
1043 4375 6375 2.1853425984 0.39451965488
1044 4625 6375 2.90108732 0.415530792394
1045 4875 6375 4.7090204752 0.126281049074999
1046 5125 6375 9.789080448 0.301827187676999
1047 5375 6375 12.42904624 0.617081595261999
1048 5625 6375 9.86170111999999 1.12610519201
1049 5875 6375 4.6557262928 0.58830797655
1050 6125 6375 2.336488824 0.0388937809343999
1051 6375 6375 4.0907087024 1.19769629512999
1052 6625 6375 9.1227152256 2.69298738602999
1053 6875 6375 14.731894576 0.441927709413999
1054 7125 6375 17.8433479519999 0.114551339666999
1055 7375 6375 21.0637820799999 0.171516327399
1056 7625 6375 32.6797028479999 0.0147153817562999
1067 125 6625 1.619120934 0.0122415930098
1068 375 6625 2.0565344752 1.28835857349
1069 625 6625 2.1263976816 0.749443387413999
1070 875 6625 2.0212448144 0.0516935299328999
1073 1625 6625 4.9212133024 0.181926450772
1074 1875 6625 4.4494693584 0.122353779415
1075 2125 6625 4.136386504 0.633087377847999
1076 2375 6625 3.949647184 0.697175108251999
1077 2625 6625 3.9828308752 0.636183900605999
1078 2875 6625 3.9780982528 0.544529101095999
1079 3125 6625 3.9377828416 0.901622760975999
1080 3375 6625 3.262479008 1.59660801603999
1081 3625 6625 2.7772273808 0.813570764248
1082 3875 6625 2.0484028288 0.245746339586999
1083 4125 6625 2.6029745008 0.245690542799
1084 4375 6625 2.9610928208 0.352121094249
1085 4625 6625 2.7537630208 0.537564278177
1086 4875 6625 3.361891136 0.586798817783
1087 5125 6625 5.9951501008 1.60640657592999
1088 5375 6625 8.2262522992 1.87066246071
1089 5625 6625 5.3671611792 1.62979419744
1090 5875 6625 2.2749194048 1.51249523589999
1091 6125 6625 2.1695247728 0.134774963420999
1092 6375 6625 7.971107072 1.79957375344999
1093 6625 6625 20.3909392416 0.349299302993
1094 6875 6625 22.6059462879999 0.00625
1095 7125 6625 14.6837225999999 0.00625
1096 7375 6625 18.1724652816 0.00625
1109 375 6875 2.3092524304 0.362330656363
1110 625 6875 2.5431714368 0.605623118710999
1111 875 6875 2.1292954288 0.601122145764
1112 1125 6875 3.3503900656 0.589957438345
1113 1375 6875 3.92382864 0.476944442544
1114 1625 6875 4.013276336 0.534709694283999
1115 1875 6875 4.166903384 0.436444079923
1116 2125 6875 4.176745976 0.307450199617
1117 2375 6875 3.9935813776 0.512427948106
1118 2625 6875 3.9746993824 0.606623362096
1119 2875 6875 4.347026368 0.351357142576
1120 3125 6875 3.6760467936 0.664482887202
1121 3375 6875 2.8405673664 0.743519745136999
1122 3625 6875 2.1357347088 0.589623681434999
1123 3875 6875 2.0009458272 0.579231670496999
1124 4125 6875 2.0322910112 0.573075243935
1125 4375 6875 2.0489822624 0.491274535092999
1126 4625 6875 2.2289932784 0.545737433228999
1127 4875 6875 2.2669317584 0.704100004658999
1128 5125 6875 2.9614613168 0.520024334304
1129 5375 6875 3.5810756976 1.40923716807
1130 5625 6875 2.1450921568 1.90141880289999
1131 5875 6875 2 0.263354091599
1133 6375 6875 10.0960556 0.304143985616999
1135 6875 6875 26.814694736 0.201172095009999
1136 7125 6875 11.3585674592 0.164622698238999
1137 7375 6875 3.91510064 0.00625
1150 375 7125 1.8372790208 0.00835659517685
1151 625 7125 2.5203579392 0.412190013195999
1152 875 7125 2.0325263024 1.52174599407999
1153 1125 7125 2.8984728688 1.66551294217999
1154 1375 7125 3.6783615104 0.583316840215999
1155 1625 7125 3.761536736 0.614335699602999
1156 1875 7125 3.3748295536 0.621805597274999
1157 2125 7125 3.3576268816 0.709112649912
1158 2375 7125 3.5492023936 0.662066616465
1159 2625 7125 3.4836118432 0.423904402129999
1160 2875 7125 4.167933848 0.122404560630999
1161 3125 7125 3.0404117328 0.904221766797999
1162 3375 7125 2.3892817232 0.792174265633
1163 3625 7125 2 0.496132584098999
1164 3875 7125 2.142343344 0.468017432923
1165 4125 7125 1.7337416688 0.532120688806999
1166 4375 7125 1.9980804176 0.427282299146
1167 4625 7125 2 1.33341527793
1168 4875 7125 2.1460530896 2.59139777619
1169 5125 7125 1.6873823792 0.459416709946
1170 5375 7125 2.0969949888 0.726704275674999
1171 5625 7125 2.57587 0.186075032314999
1172 5875 7125 2.0178867968 0.0043414756211
1173 6125 7125 2.8244483616 0.0344159265935999
1174 6375 7125 9.58727275999999 0.00254372254479
1175 6625 7125 19.835896128 0.00503
1176 6875 7125 27.1318587792 0.218000040557999
1177 7125 7125 10.551826216 0.168083277818999
1193 875 7375 1.881515056 0.802083166154999
1194 1125 7375 2.7732154384 0.777399146408999
1195 1375 7375 2.7640186224 0.702196954506999
1196 1625 7375 2.673366192 1.07677992481999
1197 1875 7375 2.5563701504 1.038435183
1198 2125 7375 2.5551119872 1.43244186844
1199 2375 7375 2.7776379872 1.0965668097
1200 2625 7375 2.6240889824 1.05379739334
1201 2875 7375 2.6198964848 0.890921145080999
1202 3125 7375 2.8679161216 1.08395547067999
1203 3375 7375 2.157254304 1.61546636781
1204 3625 7375 2 1.77503506895999
1205 3875 7375 2 1.81026860095999
1206 4125 7375 1.9540070608 2.80236447628999
1207 4375 7375 2.6233761232 2.48423772505999
1208 4625 7375 2 3.27762744165999
1209 4875 7375 2.0078763728 3.43698438368999
1210 5125 7375 2.1173452704 3.25886451218999
1211 5375 7375 2.398632384 3.31522292641
1212 5625 7375 2.3645044112 1.98441052285
1213 5875 7375 2.0193371568 0.0847726624782
1214 6125 7375 3.2300965808 0.493514680836
1215 6375 7375 9.6723993488 0.0417738909756999
1217 6875 7375 12.5831356527999 0.0213371302223999
1218 7125 7375 3.1920693952 0.00471105459231
1235 1125 7625 1.3768748704 0.0153136785586999
1236 1375 7625 2.0967340752 0.161039106046
1237 1625 7625 2.1125196736 1.08046182754999
1238 1875 7625 2.0710497408 1.50027628097
1239 2125 7625 2.0056258112 1.63255231335
1240 2375 7625 2.0098947696 1.72930871451
1241 2625 7625 2.0737094608 1.72304147226
1242 2875 7625 2.0166118416 1.26896060665
1243 3125 7625 2.090606504 2.86285694276999
1244 3375 7625 2.0005134544 3.48400002789
1245 3625 7625 1.860444552 4.04794327002999
1246 3875 7625 1.705066176 3.88397770559999
1247 4125 7625 1.8281958784 4.03975407243
1248 4375 7625 2.3629538304 3.59010641785999
1249 4625 7625 2.9094341808 2.64007281146
1250 4875 7625 2.9386756784 3.22475273005
1251 5125 7625 2.3470089808 2.68846179911999
1252 5375 7625 2.7953449488 3.45038484345999
1253 5625 7625 1.6703423952 4.00838761986
1254 5875 7625 1.9955072 2.28939444022999
1255 6125 7625 4.6251271584 3.40332420657
1256 6375 7625 8.06379249119999 1.31442300612
1258 6875 7625 3.3508062176 0.429526788714
1281 2375 7875 2 0
1282 2625 7875 2 0
1283 2875 7875 2 0.0256950089752999
1284 3125 7875 2 3.81548318066999
1285 3375 7875 2 4.20502382693999
1286 3625 7875 1.9364429024 4.34832242641999
1287 3875 7875 1.9554143808 4.39526845445999
1288 4125 7875 2 4.38752377041999
1289 4375 7875 2.9089512208 3.83465605057999
1290 4625 7875 4.862285816 3.57929530827999
1291 4875 7875 6.9424225952 2.24107365829999
1292 5125 7875 3.689231768 3.62364291476
1293 5375 7875 2.8163963264 3.01180674558999
1294 5625 7875 2.8101826032 3.40599598056
1295 5875 7875 2.1425825664 3.84970648578
1296 6125 7875 3.8221533296 2.99306547081
1297 6375 7875 2.493690984 0.567538176588
1298 6625 7875 2.2980848688 0.0117644923849
1299 6875 7875 3.8121995376 0.855022995354
1322 2375 8125 1.8619887424 0
1323 2625 8125 1.4019399408 0
1324 2875 8125 1.5666432464 0
1325 3125 8125 1.9980125216 2.69523019553999
1326 3375 8125 2 3.78982153469
1327 3625 8125 2 4.04479965339999
1328 3875 8125 2 3.91078220896999
1329 4125 8125 2.0988394576 3.70227272664
1330 4375 8125 4.9448356432 4.41210392598999
1331 4625 8125 7.7152853616 3.54074330096999
1332 4875 8125 10.6638930272 3.23689257180999
1333 5125 8125 12.7851585024 3.50347520042999
1334 5375 8125 14.0501843952 3.97345800314
1335 5625 8125 6.2407916672 3.68903039537999
1336 5875 8125 5.1622073696 3.38803187523999
1337 6125 8125 8.33046584 3.69813026287
1338 6375 8125 5.0539950176 3.87918809598
1339 6625 8125 4.501700464 1.01625849602
1340 6875 8125 5.43061184 0.613887126081
1341 7125 8125 10.0225106832 0.760418874364999
1342 7375 8125 16.9485992671999 1.04623853643999
1363 2375 8375 1.9339024608 0
1364 2625 8375 1.0620559184 0
1365 2875 8375 1.0029042656 0
1366 3125 8375 1.6272917456 1.28643775512999
1367 3375 8375 2.0063237392 4.33577182936
1368 3625 8375 2.001987 3.93728903196
1369 3875 8375 2.0001816656 3.68599565741
1370 4125 8375 3.4925866944 4.36236601824999
1371 4375 8375 7.111295808 3.59509782649999
1372 4625 8375 10.4177544815999 3.40616953839
1373 4875 8375 13.6954268272 3.28446402846
1374 5125 8375 20.9409639679999 3.21399770956
1375 5375 8375 23.233113088 3.63742030887999
1376 5625 8375 11.2302693856 3.97571700224999
1377 5875 8375 8.8631568592 2.03278881632999
1378 6125 8375 18.2189664863999 3.39436985321
1379 6375 8375 20.0879254864 3.66595064407
1380 6625 8375 17.0290806976 3.02599521341999
1381 6875 8375 11.0526880208 0.321731544294999
1382 7125 8375 12.3534997328 0.525926562567
1383 7375 8375 22.5580648639999 0.715930079131999
1384 7625 8375 28.1569485439999 0.336000803786999
1385 7875 8375 25.859234784 0.260790114903
1386 8125 8375 21.6253266239999 0.0327695985436999
1405 2625 8625 1.750583192 0
1406 2875 8625 1.3272731504 0
1407 3125 8625 1.4284340928 0.212906121536999
1408 3375 8625 2.5561981104 3.74772672511
1409 3625 8625 2.6430059232 3.62422409448
1410 3875 8625 2.5895608304 3.34271073267
1411 4125 8625 6.2430268672 3.05771714595999
1412 4375 8625 9.67055251999999 0.930635155030999
1413 4625 8625 16.882562 1.40404388764
1414 4875 8625 19.9269560639999 2.90200251015
1415 5125 8625 26.690091488 3.93077727937
1416 5375 8625 22.26778296 3.76445665806999
1417 5625 8625 12.1248325936 3.29319091872999
1418 5875 8625 12.5343276112 2.17025478194
1419 6125 8625 20.0754772 2.44582151071999
1420 6375 8625 29.309746976 4.25021072737
1421 6625 8625 30.2342288 3.80956823557
1422 6875 8625 21.84566792 0.222092046506999
1423 7125 8625 18.016673856 0.00549
1424 7375 8625 28.064801408 0.101914370794
1446 2625 8875 2.0002459968 0
1447 2875 8875 2.252626648 0
1448 3125 8875 1.77990248 0.405879499544999
1449 3375 8875 2.9271551808 3.56272473076
1450 3625 8875 3.069677832 2.44153462278
1451 3875 8875 5.0260497744 0.229766223039
1452 4125 8875 8.1649525936 0.0917989356104999
1453 4375 8875 12.6011765056 0.0518458691108
1454 4625 8875 22.059545856 0.222428143177
1455 4875 8875 29.096409712 0.14145828717
1456 5125 8875 26.235659888 2.35643742173
1457 5375 8875 18.149040608 3.69182730695
1458 5625 8875 15.626605088 2.92532614267
1459 5875 8875 20.2407055999999 2.14809802476999
1460 6125 8875 20.446714864 3.06636025327
1461 6375 8875 29.0787896 4.03094823472999
1462 6625 8875 36.447590576 2.34312840736999
1463 6875 8875 35.472480032 0.134772891907
1464 7125 8875 28.0351853919999 0.0789838890438
1465 7375 8875 31.624699088 0.00625
1466 7625 8875 26.384407232 0.0528125622060999
1483 1625 9125 2.3756439472 0.03527855507
1484 1875 9125 2.8284520368 0.0598693679918999
1485 2125 9125 2.7959390992 0.0940686954178
1486 2375 9125 3.102743296 0.115698458578
1487 2625 9125 2.7984385328 0.145634151925999
1488 2875 9125 2.5810492816 0.204802429213
1489 3125 9125 1.8490981968 0.175360604542
1490 3375 9125 2.1544716816 0
1491 3625 9125 3.7776892304 0
1492 3875 9125 10.0170148751999 0.0709351843457999
1493 4125 9125 16.5497250608 0.0489580880079999
1494 4375 9125 18.821567856 0.0386936653376999
1495 4625 9125 24.818355312 0.104852865522
1496 4875 9125 29.8780215039999 0.118286440282
1497 5125 9125 25.823826336 3.10250154457
1498 5375 9125 18.298990272 3.97043189489999
1499 5625 9125 20.521308768 3.96707513922999
1500 5875 9125 29.14769312 2.33286784374999
1501 6125 9125 26.041790752 3.30519787438999
1502 6375 9125 32.1273343359999 4.15415617733999
1503 6625 9125 40.8903182079999 2.84440882262
1504 6875 9125 42.665509616 1.38886471987
1505 7125 9125 37.9641383519999 1.76752679573999
1506 7375 9125 33.541164432 2.29007147119999
1507 7625 9125 22.580487728 1.09195531522999
1521 875 9375 2.545961032 0.143305115429
1522 1125 9375 3.5108693232 0.544809309639
1523 1375 9375 3.9453946688 0.620102408017
1524 1625 9375 3.4262717424 0.593800144617
1525 1875 9375 3.86685004 0.317690280684
1526 2125 9375 3.6400124656 0.331683518698
1527 2375 9375 3.4704253232 0.353101163674
1528 2625 9375 3.0093720528 0.508396806996999
1529 2875 9375 2.853995312 0.670736272859999
1530 3125 9375 1.9084520816 0.442332648757
1531 3375 9375 2.7289751168 0
1532 3625 9375 5.013308672 0
1533 3875 9375 14.4249750127999 0.0640472989457
1534 4125 9375 23.9957158399999 0.0740480613913999
1535 4375 9375 25.8146337919999 0.0519562887156999
1536 4625 9375 29.4362230559999 0.220210901691
1537 4875 9375 32.0077866239999 0.0585522480524999
1538 5125 9375 25.51434824 1.75876699951999
1539 5375 9375 20.606081264 2.90989978589
1540 5625 9375 24.281953808 2.10905736534
1541 5875 9375 34.0873583839999 0.00446416594048
1543 6375 9375 38.6587402879999 0.462584541182
1562 875 9625 1.3829486096 0.0716479857438
1563 1125 9625 2.2401882736 0.578673619443
1564 1375 9625 3.7930348464 0.590237862451999
1565 1625 9625 3.0250499648 0.598287720047999
1566 1875 9625 2.6908030048 0.683108377001999
1567 2125 9625 2.3638195808 0.699552507514
1568 2375 9625 2.3811978704 0.685796587806
1569 2625 9625 2.9455031824 0.556225886896
1570 2875 9625 4.0237827136 0.545954949349
1571 3125 9625 1.896951552 0.506846110592
1572 3375 9625 4.538262008 0.0451658083148999
1573 3625 9625 3.3174440256 0.0198093983664
1574 3875 9625 15.820609488 0.249563139554
1575 4125 9625 26.351890416 0.0688616048783
1576 4375 9625 27.969035456 0.172436925013999
1577 4625 9625 29.38900784 0.811474597112999
1578 4875 9625 34.36678176 0.0969136955648999
1579 5125 9625 28.688320768 0.202529785022999
1580 5375 9625 24.719193552 0.092767922991
1581 5625 9625 29.4865747839999 0.0445791421464
1582 5875 9625 36.982142848 0.100230036264999
1583 6125 9625 40.724968064 0.373051433323
1584 6375 9625 42.284642992 0.180552914458999
1585 6625 9625 42.186006368 0.174094975895999
1604 1125 9875 1.9986479072 0.572438071334
1605 1375 9875 1.5510216272 1.11115700801
1606 1625 9875 2.7505554496 1.028647613
1607 1875 9875 3.4550119824 0.195267933808
1608 2125 9875 2.8774296096 0.0616802432108
1609 2375 9875 3.383366552 0.00524258819814
1610 2625 9875 4.806278208 0.117598468677
1611 2875 9875 5.9133363264 0.550709997464
